Id Cidade                       Cidade                                              Id Estado                       Sigla Estado Estado
------------------------------- --------------------------------------------------- ------------------------------- ------------ ---------------------
4498;                           Bela Vista do Caracol;                              14;                             PA;          Pará;
4499;                           Belem;                                              14;                             PA;          Pará;
4500;                           Belterra;                                           14;                             PA;          Pará;
4501;                           Benevides;                                          14;                             PA;          Pará;
4502;                           Benfica;                                            14;                             PA;          Pará;
4503;                           Boa Esperanca;                                      14;                             PA;          Pará;
4504;                           Boa Fe;                                             14;                             PA;          Pará;
4505;                           Boa Sorte;                                          14;                             PA;          Pará;
4506;                           Boa Vista do Iririteua;                             14;                             PA;          Pará;
4507;                           Boim;                                               14;                             PA;          Pará;
4508;                           Bom Jardim;                                         14;                             PA;          Pará;
4509;                           Bom Jesus do Tocantins;                             14;                             PA;          Pará;
4510;                           Bonito;                                             14;                             PA;          Pará;
4511;                           Braganca;                                           14;                             PA;          Pará;
4512;                           Brasil Novo;                                        14;                             PA;          Pará;
4513;                           Brasilia Legal;                                     14;                             PA;          Pará;
4514;                           Brejo do Meio;                                      14;                             PA;          Pará;
4515;                           Brejo Grande do Araguaia;                           14;                             PA;          Pará;
4516;                           Breu Branco;                                        14;                             PA;          Pará;
4517;                           Breves;                                             14;                             PA;          Pará;
4518;                           Bujaru;                                             14;                             PA;          Pará;
4519;                           Cachoeira de Piria;                                 14;                             PA;          Pará;
4520;                           Cachoeira do Arari;                                 14;                             PA;          Pará;
4521;                           Cafezal;                                            14;                             PA;          Pará;
4522;                           Cairari;                                            14;                             PA;          Pará;
4523;                           Caju;                                               14;                             PA;          Pará;
4524;                           Camara do Marajo;                                   14;                             PA;          Pará;
4525;                           Cambuquira;                                         14;                             PA;          Pará;
4526;                           Cameta;                                             14;                             PA;          Pará;
4527;                           Camiranga;                                          14;                             PA;          Pará;
4528;                           Canaa dos Carajas;                                  14;                             PA;          Pará;
4529;                           Capanema;                                           14;                             PA;          Pará;
4530;                           Capitao Poco;                                       14;                             PA;          Pará;
4531;                           Caracara do Arari;                                  14;                             PA;          Pará;
4532;                           Carajas;                                            14;                             PA;          Pará;
4533;                           Carapajo;                                           14;                             PA;          Pará;
4534;                           Caraparu;                                           14;                             PA;          Pará;
4535;                           Caratateua;                                         14;                             PA;          Pará;
4536;                           Caripi;                                             14;                             PA;          Pará;
4537;                           Carrazedo;                                          14;                             PA;          Pará;
4538;                           Castanhal;                                          14;                             PA;          Pará;
4539;                           Castelo dos Sonhos;                                 14;                             PA;          Pará;
4540;                           Chaves;                                             14;                             PA;          Pará;
4541;                           Colares;                                            14;                             PA;          Pará;
4542;                           Conceicao;                                          14;                             PA;          Pará;
4543;                           Conceicao do Araguaia;                              14;                             PA;          Pará;
4544;                           Concordia do Para;                                  14;                             PA;          Pará;
4545;                           Condeixa;                                           14;                             PA;          Pará;
4546;                           Coqueiro;                                           14;                             PA;          Pará;
4547;                           Cripurizao;                                         14;                             PA;          Pará;
4548;                           Cripurizinho;                                       14;                             PA;          Pará;
4549;                           Cuiu-cuiu;                                          14;                             PA;          Pará;
4550;                           Cumaru do Norte;                                    14;                             PA;          Pará;
4551;                           Curionopolis;                                       14;                             PA;          Pará;
4552;                           Curralinho;                                         14;                             PA;          Pará;
4553;                           Curua;                                              14;                             PA;          Pará;
4554;                           Curuai;                                             14;                             PA;          Pará;
4555;                           Curuca;                                             14;                             PA;          Pará;
4556;                           Curucambaba;                                        14;                             PA;          Pará;
4557;                           Curumu;                                             14;                             PA;          Pará;
4558;                           Dom Eliseu;                                         14;                             PA;          Pará;
4559;                           Eldorado dos Carajas;                               14;                             PA;          Pará;
4560;                           Emborai;                                            14;                             PA;          Pará;
4561;                           Espirito Santo do Taua;                             14;                             PA;          Pará;
4562;                           Faro;                                               14;                             PA;          Pará;
4563;                           Fernandes Belo;                                     14;                             PA;          Pará;
4564;                           Flexal;                                             14;                             PA;          Pará;
4565;                           Floresta;                                           14;                             PA;          Pará;
4566;                           Floresta do Araguaia;                               14;                             PA;          Pará;
4567;                           Garrafao do Norte;                                  14;                             PA;          Pará;
4568;                           Goianesia do Para;                                  14;                             PA;          Pará;
4569;                           Gradaus;                                            14;                             PA;          Pará;
4570;                           Guajara-acu;                                        14;                             PA;          Pará;
4571;                           Guajara-miri;                                       14;                             PA;          Pará;
4572;                           Gurupa;                                             14;                             PA;          Pará;
4573;                           Gurupizinho;                                        14;                             PA;          Pará;
4574;                           Hidreletrica Tucurui;                               14;                             PA;          Pará;
4575;                           Iatai;                                              14;                             PA;          Pará;
4576;                           Icoraci;                                            14;                             PA;          Pará;
4577;                           Igarape da Lama;                                    14;                             PA;          Pará;
4578;                           Igarape-acu;                                        14;                             PA;          Pará;
4579;                           Igarape-miri;                                       14;                             PA;          Pará;
4580;                           Inanu;                                              14;                             PA;          Pará;
4581;                           Inhangapi;                                          14;                             PA;          Pará;
4582;                           Ipixuna do Para;                                    14;                             PA;          Pará;
4583;                           Irituia;                                            14;                             PA;          Pará;
4584;                           Itaituba;                                           14;                             PA;          Pará;
4585;                           Itapixuna;                                          14;                             PA;          Pará;
4586;                           Itatupa;                                            14;                             PA;          Pará;
4587;                           Itupiranga;                                         14;                             PA;          Pará;
4588;                           Jacareacanga;                                       14;                             PA;          Pará;
4589;                           Jacunda;                                            14;                             PA;          Pará;
4590;                           Jaguarari;                                          14;                             PA;          Pará;
4591;                           Jamanxinzinho;                                      14;                             PA;          Pará;
4592;                           Jambuacu;                                           14;                             PA;          Pará;
4593;                           Jandiai;                                            14;                             PA;          Pará;
4594;                           Japerica;                                           14;                             PA;          Pará;
4595;                           Joana Coeli;                                        14;                             PA;          Pará;
4596;                           Joana Peres;                                        14;                             PA;          Pará;
4597;                           Joanes;                                             14;                             PA;          Pará;
4598;                           Juaba;                                              14;                             PA;          Pará;
4599;                           Jubim;                                              14;                             PA;          Pará;
4600;                           Juruti;                                             14;                             PA;          Pará;
4601;                           Km Null;                                            14;                             PA;          Pará;
4602;                           Km Null;                                            14;                             PA;          Pará;
4603;                           Lauro Sodre;                                        14;                             PA;          Pará;
4604;                           Ligacao do Para;                                    14;                             PA;          Pará;
4605;                           Limoeiro do Ajuru;                                  14;                             PA;          Pará;
4606;                           Mae do Rio;                                         14;                             PA;          Pará;
4607;                           Magalhaes Barata;                                   14;                             PA;          Pará;
4608;                           Maiauata;                                           14;                             PA;          Pará;
4609;                           Manjeiro;                                           14;                             PA;          Pará;
4610;                           Maraba;                                             14;                             PA;          Pará;
4611;                           Maracana;                                           14;                             PA;          Pará;
4612;                           Marajoara;                                          14;                             PA;          Pará;
4613;                           Marapanim;                                          14;                             PA;          Pará;
4614;                           Marituba;                                           14;                             PA;          Pará;
4615;                           Maruda;                                             14;                             PA;          Pará;
4616;                           Mata Geral;                                         14;                             PA;          Pará;
4617;                           Matapiquara;                                        14;                             PA;          Pará;
4618;                           Medicilandia;                                       14;                             PA;          Pará;
4619;                           Melgaco;                                            14;                             PA;          Pará;
4620;                           Menino Deus do Anapu;                               14;                             PA;          Pará;
4621;                           Meruu;                                              14;                             PA;          Pará;
4622;                           Mirasselvas;                                        14;                             PA;          Pará;
4623;                           Miritituba;                                         14;                             PA;          Pará;
4624;                           Mocajuba;                                           14;                             PA;          Pará;
4625;                           Moiraba;                                            14;                             PA;          Pará;
4626;                           Moju;                                               14;                             PA;          Pará;
4627;                           Monsaras;                                           14;                             PA;          Pará;
4628;                           Monte Alegre;                                       14;                             PA;          Pará;
4629;                           Monte Alegre do Mau;                                14;                             PA;          Pará;
4630;                           Monte Dourado;                                      14;                             PA;          Pará;
4631;                           Morada Nova;                                        14;                             PA;          Pará;
4632;                           Mosqueiro;                                          14;                             PA;          Pará;
4633;                           Muana;                                              14;                             PA;          Pará;
4634;                           Mujui dos Campos;                                   14;                             PA;          Pará;
4635;                           Muraja;                                             14;                             PA;          Pará;
4636;                           Murucupi;                                           14;                             PA;          Pará;
4637;                           Murumuru;                                           14;                             PA;          Pará;
4638;                           Muta;                                               14;                             PA;          Pará;
4639;                           Mutucal;                                            14;                             PA;          Pará;
4640;                           Nazare de Mocajuba;                                 14;                             PA;          Pará;
4641;                           Nazare dos Patos;                                   14;                             PA;          Pará;
4642;                           Nova Esperanca do Piria;                            14;                             PA;          Pará;
4643;                           Nova Ipixuna;                                       14;                             PA;          Pará;
4644;                           Nova Mocajuba;                                      14;                             PA;          Pará;
4645;                           Nova Timboteua;                                     14;                             PA;          Pará;
4646;                           Novo Planalto;                                      14;                             PA;          Pará;
4647;                           Novo Progresso;                                     14;                             PA;          Pará;
4648;                           Novo Repartimento;                                  14;                             PA;          Pará;
4649;                           Nucleo Urbano Quilometro Null;                      14;                             PA;          Pará;
4650;                           Obidos;                                             14;                             PA;          Pará;
4651;                           Oeiras do Para;                                     14;                             PA;          Pará;
4652;                           Oriximina;                                          14;                             PA;          Pará;
4653;                           Osvaldilandia;                                      14;                             PA;          Pará;
4654;                           Otelo;                                              14;                             PA;          Pará;
4655;                           Ourem;                                              14;                             PA;          Pará;
4656;                           Ourilandia do Norte;                                14;                             PA;          Pará;
4657;                           Outeiro;                                            14;                             PA;          Pará;
4658;                           Pacaja;                                             14;                             PA;          Pará;
4659;                           Pacoval;                                            14;                             PA;          Pará;
4660;                           Palestina do Para;                                  14;                             PA;          Pará;
4661;                           Paragominas;                                        14;                             PA;          Pará;
4662;                           Paratins;                                           14;                             PA;          Pará;
4663;                           Parauapebas;                                        14;                             PA;          Pará;
4664;                           Pau D'arco;                                         14;                             PA;          Pará;
4665;                           Pedreira;                                           14;                             PA;          Pará;
4666;                           Peixe-boi;                                          14;                             PA;          Pará;
4667;                           Penhalonga;                                         14;                             PA;          Pará;
4668;                           Perseveranca;                                       14;                             PA;          Pará;
4669;                           Pesqueiro;                                          14;                             PA;          Pará;
4670;                           Piabas;                                             14;                             PA;          Pará;
4671;                           Picarra;                                            14;                             PA;          Pará;
4672;                           Pinhal;                                             14;                             PA;          Pará;
4673;                           Piraquara;                                          14;                             PA;          Pará;
4674;                           Piria;                                              14;                             PA;          Pará;
4675;                           Placas;                                             14;                             PA;          Pará;
4676;                           Ponta de Pedras;                                    14;                             PA;          Pará;
4677;                           Ponta de Ramos;                                     14;                             PA;          Pará;
4678;                           Portel;                                             14;                             PA;          Pará;
4679;                           Porto de Moz;                                       14;                             PA;          Pará;
4680;                           Porto Salvo;                                        14;                             PA;          Pará;
4681;                           Porto Trombetas;                                    14;                             PA;          Pará;
4682;                           Prainha;                                            14;                             PA;          Pará;
4683;                           Primavera;                                          14;                             PA;          Pará;
4684;                           Quatipuru;                                          14;                             PA;          Pará;
4685;                           Quatro Bocas;                                       14;                             PA;          Pará;
4686;                           Redencao;                                           14;                             PA;          Pará;
4687;                           Remansao;                                           14;                             PA;          Pará;
4688;                           Repartimento;                                       14;                             PA;          Pará;
4689;                           Rio Maria;                                          14;                             PA;          Pará;
4690;                           Rio Vermelho;                                       14;                             PA;          Pará;
4691;                           Riozinho;                                           14;                             PA;          Pará;
4692;                           Rondon do Para;                                     14;                             PA;          Pará;
4693;                           Ruropolis;                                          14;                             PA;          Pará;
4694;                           Salinopolis;                                        14;                             PA;          Pará;
4695;                           Salvaterra;                                         14;                             PA;          Pará;
4696;                           Santa Barbara do Para;                              14;                             PA;          Pará;
4697;                           Santa Cruz do Arari;                                14;                             PA;          Pará;
4698;                           Santa Isabel do Para;                               14;                             PA;          Pará;
4699;                           Santa Luzia do Para;                                14;                             PA;          Pará;
4700;                           Santa Maria;                                        14;                             PA;          Pará;
4701;                           Santa Maria das Barreiras;                          14;                             PA;          Pará;
4702;                           Santa Maria do Para;                                14;                             PA;          Pará;
4703;                           Santa Rosa da Vigia;                                14;                             PA;          Pará;
4704;                           Santa Terezinha;                                    14;                             PA;          Pará;
4705;                           Santana do Araguaia;                                14;                             PA;          Pará;
4706;                           Santarem;                                           14;                             PA;          Pará;
4707;                           Santarem Novo;                                      14;                             PA;          Pará;
4708;                           Santo Antonio;                                      14;                             PA;          Pará;
4709;                           Santo Antonio do Taua;                              14;                             PA;          Pará;
4710;                           Sao Caetano de Odivelas;                            14;                             PA;          Pará;
4711;                           Sao Domingos do Araguaia;                           14;                             PA;          Pará;
4712;                           Sao Domingos do Capim;                              14;                             PA;          Pará;
4713;                           Sao Felix do Xingu;                                 14;                             PA;          Pará;
4714;                           Sao Francisco;                                      14;                             PA;          Pará;
4715;                           Sao Francisco da Jararaca;                          14;                             PA;          Pará;
4716;                           Sao Francisco do Para;                              14;                             PA;          Pará;
4717;                           Sao Geraldo do Araguaia;                            14;                             PA;          Pará;
4718;                           Sao Joao da Ponta;                                  14;                             PA;          Pará;
4719;                           Sao Joao de Pirabas;                                14;                             PA;          Pará;
4720;                           Sao Joao do Acangata;                               14;                             PA;          Pará;
4721;                           Sao Joao do Araguaia;                               14;                             PA;          Pará;
4722;                           Sao Joao do Piria;                                  14;                             PA;          Pará;
4723;                           Sao Joao dos Ramos;                                 14;                             PA;          Pará;
4724;                           Sao Joaquim do Tapara;                              14;                             PA;          Pará;
4725;                           Sao Jorge;                                          14;                             PA;          Pará;
4726;                           Sao Jose do Gurupi;                                 14;                             PA;          Pará;
4727;                           Sao Jose do Piria;                                  14;                             PA;          Pará;
4728;                           Sao Luiz do Tapajos;                                14;                             PA;          Pará;
4729;                           Sao Miguel do Guama;                                14;                             PA;          Pará;
4730;                           Sao Miguel dos Macacos;                             14;                             PA;          Pará;
4731;                           Sao Pedro de Viseu;                                 14;                             PA;          Pará;
4732;                           Sao Pedro do Capim;                                 14;                             PA;          Pará;
4733;                           Sao Raimundo de Borralhos;                          14;                             PA;          Pará;
4734;                           Sao Raimundo do Araguaia;                           14;                             PA;          Pará;
4735;                           Sao Raimundo dos Furtados;                          14;                             PA;          Pará;
4736;                           Sao Roberto;                                        14;                             PA;          Pará;
4737;                           Sao Sebastiao da Boa Vista;                         14;                             PA;          Pará;
4738;                           Sao Sebastiao de Vicosa;                            14;                             PA;          Pará;
4739;                           Sapucaia;                                           14;                             PA;          Pará;
4740;                           Senador Jose Porfirio;                              14;                             PA;          Pará;
4741;                           Serra Pelada;                                       14;                             PA;          Pará;
4742;                           Soure;                                              14;                             PA;          Pará;
4743;                           Tailandia;                                          14;                             PA;          Pará;
4744;                           Tatuteua;                                           14;                             PA;          Pará;
4745;                           Tauari;                                             14;                             PA;          Pará;
4746;                           Tauarizinho;                                        14;                             PA;          Pará;
4747;                           Tentugal;                                           14;                             PA;          Pará;
4748;                           Terra Alta;                                         14;                             PA;          Pará;
4749;                           Terra Santa;                                        14;                             PA;          Pará;
4750;                           Tijoca;                                             14;                             PA;          Pará;
4751;                           Timboteua;                                          14;                             PA;          Pará;
4752;                           Tome-acu;                                           14;                             PA;          Pará;
4753;                           Tracuateua;                                         14;                             PA;          Pará;
4754;                           Trairao;                                            14;                             PA;          Pará;
4755;                           Tucuma;                                             14;                             PA;          Pará;
4756;                           Tucurui;                                            14;                             PA;          Pará;
4757;                           Ulianopolis;                                        14;                             PA;          Pará;
4758;                           Uruara;                                             14;                             PA;          Pará;
4759;                           Urucuri;                                            14;                             PA;          Pará;
4760;                           Urucuriteua;                                        14;                             PA;          Pará;
4761;                           Val-de-caes;                                        14;                             PA;          Pará;
4762;                           Veiros;                                             14;                             PA;          Pará;
4763;                           Vigia;                                              14;                             PA;          Pará;
4764;                           Vila do Carmo do Tocantins;                         14;                             PA;          Pará;
4765;                           Vila dos Cabanos;                                   14;                             PA;          Pará;
4766;                           Vila Franca;                                        14;                             PA;          Pará;
4767;                           Vila Goreth;                                        14;                             PA;          Pará;
4768;                           Vila Isol;                                          14;                             PA;          Pará;
4769;                           Vila Nova;                                          14;                             PA;          Pará;
4770;                           Vila Planalto;                                      14;                             PA;          Pará;
4771;                           Vila Santa Fe;                                      14;                             PA;          Pará;
4772;                           Vila Socorro;                                       14;                             PA;          Pará;
4773;                           Vilarinho do Monte;                                 14;                             PA;          Pará;
4774;                           Viseu;                                              14;                             PA;          Pará;
4775;                           Vista Alegre;                                       14;                             PA;          Pará;
4776;                           Vista Alegre do Para;                               14;                             PA;          Pará;
4777;                           Vitoria do Xingu;                                   14;                             PA;          Pará;
4778;                           Xinguara;                                           14;                             PA;          Pará;
4779;                           Xinguarinha;                                        14;                             PA;          Pará;
4780;                           Agua Branca;                                        15;                             PB;          Paraíba;
4781;                           Aguiar;                                             15;                             PB;          Paraíba;
4782;                           Alagoa Grande;                                      15;                             PB;          Paraíba;
4783;                           Alagoa Nova;                                        15;                             PB;          Paraíba;
4784;                           Alagoinha;                                          15;                             PB;          Paraíba;
4785;                           Alcantil;                                           15;                             PB;          Paraíba;
4786;                           Algodao de Jandaira;                                15;                             PB;          Paraíba;
4787;                           Alhandra;                                           15;                             PB;          Paraíba;
4788;                           Amparo;                                             15;                             PB;          Paraíba;
4789;                           Aparecida;                                          15;                             PB;          Paraíba;
4790;                           Aracagi;                                            15;                             PB;          Paraíba;
4791;                           Arara;                                              15;                             PB;          Paraíba;
4792;                           Araruna;                                            15;                             PB;          Paraíba;
4793;                           Areia;                                              15;                             PB;          Paraíba;
4794;                           Areia de Baraunas;                                  15;                             PB;          Paraíba;
4795;                           Areial;                                             15;                             PB;          Paraíba;
4796;                           Areias;                                             15;                             PB;          Paraíba;
4797;                           Aroeiras;                                           15;                             PB;          Paraíba;
4798;                           Assis Chateaubriand;                                15;                             PB;          Paraíba;
4799;                           Assuncao;                                           15;                             PB;          Paraíba;
4800;                           Baia da Traicao;                                    15;                             PB;          Paraíba;
4801;                           Balancos;                                           15;                             PB;          Paraíba;
4802;                           Bananeiras;                                         15;                             PB;          Paraíba;
4803;                           Barauna;                                            15;                             PB;          Paraíba;
4804;                           Barra de Santa Rosa;                                15;                             PB;          Paraíba;
4805;                           Barra de Santana;                                   15;                             PB;          Paraíba;
4806;                           Barra de Sao Miguel;                                15;                             PB;          Paraíba;
4807;                           Barra do Camaratuba;                                15;                             PB;          Paraíba;
4808;                           Bayeux;                                             15;                             PB;          Paraíba;
4809;                           Belem;                                              15;                             PB;          Paraíba;
4810;                           Belem do Brejo do Cruz;                             15;                             PB;          Paraíba;
4811;                           Bernardino Batista;                                 15;                             PB;          Paraíba;
4812;                           Boa Ventura;                                        15;                             PB;          Paraíba;
4813;                           Boa Vista;                                          15;                             PB;          Paraíba;
4814;                           Bom Jesus;                                          15;                             PB;          Paraíba;
4815;                           Bom Sucesso;                                        15;                             PB;          Paraíba;
4816;                           Bonito de Santa Fe;                                 15;                             PB;          Paraíba;
4817;                           Boqueirao;                                          15;                             PB;          Paraíba;
4818;                           Borborema;                                          15;                             PB;          Paraíba;
4819;                           Brejo do Cruz;                                      15;                             PB;          Paraíba;
4820;                           Brejo dos Santos;                                   15;                             PB;          Paraíba;
4821;                           Caapora;                                            15;                             PB;          Paraíba;
4822;                           Cabaceiras;                                         15;                             PB;          Paraíba;
4823;                           Cabedelo;                                           15;                             PB;          Paraíba;
4824;                           Cachoeira;                                          15;                             PB;          Paraíba;
4825;                           Cachoeira dos Indios;                               15;                             PB;          Paraíba;
4826;                           Cachoeirinha;                                       15;                             PB;          Paraíba;
4827;                           Cacimba de Areia;                                   15;                             PB;          Paraíba;
